Đm sống lỗi vkl,1
Đm tạo nghiệp,1
Đồ ăn thì bắt thanh toán trc thì mới tránh đc,0
"Đồ khốn, súc vật. đang dịch bệnh đã khổ rồi con làm cái việc mất lương tâm",1
"Do nhà mạng, quản lí tốt đố chạy",0
Đời lắm mảnh sành 😌😌,0
Đợi nó ra xin tí huyết là dc,0
Đối thủ của Go Viet chăng?,0
Đứa nào chơi mấy dạy vậy? Tìm thấy đập ch*t moẹ nó điiii,1
đưa sđt lên đây nào,0
"Đưa sđt và thông tin gì các bạn biết lên mạng để mọi người biết, đề phòng",0
Đúng là khốn nạn loại người đó đầu không có lão,1
Đúng là người tổn thương cứ muốn đi làm tổn thương người khác 😔😔😔,0
Đúng là nhàn cư vi bất thiện mịa nữa nó chơi nhiều quá không có việc gì làm đây mà đúng là óc chó thật ,1
"Đừng nên đùa giỡn một cách tàn nhẫn trên sự cực khổ của mấy người shipper
Tìm được những đứa nào chơi trò mất dạy xúm lại lôi lên công an giải quyết",1
GiAng Justin đây Vnam là ship hay phải trả tiền nên hay bị bom,0
Gieo nhân nào gặp quả lấy thôi,0
Giờ app nên thêm quả số số chứng minh thư vs cả căn cước vô. Súc sinh nào đặt ra ngay. Tiện thêm đc phần face ng đặt hàng nữa thì tốt,1
Giống hẻm nhà m vãi Phạm Hảo,1
Giúp mấy tx thưởng thức trà sữa,0
Go việt hay ứng tiền mua đồ cho hay nên hay bị boom lắm :((,0
Góc giải cứu quán ăn,0
Goviet định vị đc vị trí ng đặt hàng mà nhỉ. Báo công an xem con chó nào thất đức thế.,1
Haizzz😡,0
"Hàng xác nhận qua số điện thoại , cớ sao lại bị bom nhuêuf lần",0
Hàng xóm tuyệt vời. Còn bọn bom hàng thì:,0
Hãy cho t gặp nó được 1 lần thôi,0
Hay là cái thằng chủ quán nó tạo ra'sống thế có ngày nghiệp quật cho vỡ mặt,1
Hình ảnh các shipper vui đùa với thanh niên boom hàng,0
Hoài đức để đâu cho hết,0
Hoang Oanh mất nết gê,1
Hoàngg Trangg khéo khách ăn thịt hổ của e,0
hóng cái kết,0
Hóng cái kết có hậu cho người boom :) ý tui là lỗ hậu nó nở hoa,0
hu,0
Hương Ly bạn của thắng đỗ à =)))),0
kể ra đặt onl phải thanh toán trực tuyến luôn thì kbh lo bị bom hàng nhỉ,0
Khải Minh mất dạy ghê,0
Khổ,0
Khó hiểu,0
Khổ thân các bác goviet ,0
Khốn nạn,1
"Khốn nạn đéo chịu được, mà k làm gì đc mới cay chứ 🤬",1
Khốn nạn 😤,1
Không biết đặt bản thân mình vào người khác,0
Không cay nhưng cú ... đm...!,1
Không có thông tin người đặt sao? ,0
Kiên quyết làm đến cùng nha,0
Kiếp này boom hàng kiếp sau đầu thai làm chó,1
"Ko hiểu sao đi làm cái trò này,dịch bệnh đã khó khăn thì chớ, óc chó mà",1
Ko truy ra đc à ?,0
Lại nhờ đến SBC Biên Hoà à 🤣,0
làm tx goviet rõ khổ. Nhận đơn k chạy trừ thưởng toang cả ngày,0
Láo quá 🤜 ng ta đã vất vả nắng nôi r,0
"Lên tổng đài tra cứu thông tin người đăng ký sđt là ra ngay, quá đơn giản",0
Lm đồ rác rưởi,1
Loại này chôn sống đừng để nó đẻ trứng,1
loai nay đ m cheo lên phơi nắng bỏ mẹ n ra ,1
"Loại này phải làm thêm caid luật boom hàng cho đi tù, tsu lũ thần kinh, ng ta đi làm bục mặt ra kiếm tiền mà dở cái thói mất dậy ra",1
Loại rác như này ad còn che sdt????,1
"Loại tàn tật boom hàng ! Sống đéo để tí đức nào cho con cháu nó sau này
Tức thay luôn",1
"Lôi đầu ra, tống hết cmn vào mồm. Ói ra thì hốt tống tiếp vào >.<",1
lol nổ địa chỉ ae đến làm cỏ mày khốn nạn dịch ai ai cx khó khăn mà lòi ra con chó ntn,1
Lừa đảo có hệ thống!,0
Mả cha cái loại thất đức. T lại đ! C.. tổ nổ bát hương nhà mày gioè,1
Mất dạy,1
mất dạy :))),1
Mấy con chó này chả biết não để đâu cứ làm khổ người khác rồi mang nghiệp,1
may mà ông a Tiến Phát t làm ở Now,0
May thang cho qua bao se den voi tui no,0
Mấy thằng thất đức phải nghe nhạc a Huấn mới dc,0
Mấy thành phần này chán đéo buồn chửi 🤦🏻‍♀️,1
Mẹ cái tầm này thì cần gì phải che sđt của nó nữa.,1
Méo hiểu kiểu gì.,1
Mịa sau đề nghị trà sữa bắt chuyển khoản trc đii 😭😭😭 khổ thân các anh,0
Mình còn đang ngóng anh shipper gọi đây này! Huhu mãi hàng chưa về 😭😭,0
Minhh Tiến a à ,0
Moá đọc mà tức thay,0
mồm ăn cơm nhưng cặn bã dồn hết lên não à,1
Mong bên cơ quan chức năng sớm vào cuộc ,0
Mong đứa này kiếp sau đẻ ra đéo có mồm,1
Não chứa cứt,1
"Này phải có biện pháp gì với loại này đi tạo trò chơi vậy ngồi cười chắc vui lắm.
Bớt vui lại , nhìn lại mình coi thấy mình có vô duyên k.khi ngồi cười vậy",0
Này trông nội bộ ca nhân ghét nhau hại nhau thôi,0
Nếu thật thì cho số đt còn để xxx làm j. Đưa lên cho a e biết còn tránh. Nếu k để cho a e chửi chết cụ nó đi,1
"Ngáo hay gì mà hành người khác vậy, đồ phế vật😡😡😡😡😡",1
Nghĩ chán,0
Nghĩ gì khi hơn một chục shipper tới oder các món ăn tại một quán. Quán vẫn có thu nhập ổn định người thiệt là các anh shipper còn người thương hại mấy anh là những người mua và hơn hết Quán đó van không bị thiệt hại gì. 10 quán dùng chiêu này thì tương lai nghề này chết sớm ,0
nghi nhà hàng tự đặt mang cho dân ăn hộ vì ế =))),0
Nghĩ nó chán 😔,0
Nghĩ ra được cái trò này cũng thuộc dạng dở hơi lắm đây,0
Nghiệp đầy mình 😌,0
Nghiệp quật mày ngay thôi,0
Nghiệp sẽ ko chừa nó. Khốn nạn thật 🤬,1
nghiệt súc,1
Ngũ mã Phanh Thây luôn. Sống loz,1
Người bị tổn thương lại thích làm tổn thương người khác 😩,0
Nguyễn Hùng ng,0
Nguyen Linh Thinh Duc,0
Nguyễn Thành Nguyên,0
Nguyễn Tô hc hỏi :)),0
"Nguyễn Tuyết quả này mới tức thù,cá nhân mà ảnh hưởng người khác 
Tội mấy thằng ship trời thì nắng",0
"Nhà nạn nhân là shop nối mi đủ thứ nên tui chưa phán đc cái gì , ngồi đợi thôi chứ, còn nếu nghĩ sâu xa thì cách này cũng hay à",0
Nhân quả !,0
Nháy máy chết con cụ nó đi ae,1
Nhiều đứa nó bị rảnh. Bị ngứa vẩy dã man ,0
Nhỏ bom hàng sau này làm shipper ,0
Như,0
Nó thất đức thằng ad còn thất đức hơn khi đăng lên còn che số dt,1
Ơ sao tưởng Goviet chỉ đặt được 1 lần ? Phải đợi giao xong mới od tiếpp đc 🤧,0
Ơ tưởng từ sđt là tra dc là đứa nào mà 😌,0
Ôi cái dm loại vô học ,1
"Post số nguyên giấu xxx làm gì , để dân mạng gọi xử nó",0
Public sdt lên đi page,0
Quả báo sẽ đến sớm thôi,0
Quá thất đức,1
Quốc Dũng :)) thánh bùng hàng :))),0
Quốc Hưng góc ý thức như cc,1
Quỳnh Trang mẹ n ác vl 😓,1
Rác rưởi,1
rác 😃,1
Rồi nghiệp sẽ quật mày tới tấp 😡😡😡,0
Sang Nguyễn Minh cái gì đây :)),0
Sao không đưa Sđt nó lên?,0
Sao ko công khau sdt.,0
Sao nó ác thế,0
Sau vụ này đấu giá số điện thoại để làm từ thiện,0
Sdt nó đây,0
Ship giờ cũng tiện. Nhận đơn mà chẳng gọi xác nhận gì. ,0
"Sớm hay muộn thôi, quả báo thường ko bỏ xót ai",0
Sống khốn nạn quá vậy ,1
Suc vat,1
súc vật hay gì 😒,1
Súc vật thế ,1
Súc vậy,1
"Suy nghĩ chung của mấy a Goviet khi bị boom. Thôi bỏ đi mấy a, chửi nó bẩn mồm :)))",1
T còn bị bom đơn 5 củ đâyyyy,0
"T khác gì, nó dùng hẳn Tiki của t đặt hàng, shipper gọi ra nhận còn ngơ ngác ơ em hết tiền có đặt gì đâu, bị mấy bà ở chốt kiểm dịch lườm như con boom hàng còn anh shipper thì lắc lắc đầu, giây phút ấy khó chịu vcl ấy, kiểu mình không làm mà lại mắc tội vào người, cũng đhs Tiki của mình bị lộ cơ, 3 đơn lận.
Lúc hấp tấp chạy về nhà dùng tiki tra thì y như rằng giỏ đồ trống không, trong lúc t loay hoay hủy đơn mà không được thì thấy giỏ hàng lại đầy lên, toàn thứ của giời lên tới mấy triệu, nó mà đặt thì t mang tiếng chết chứ sống được ấy à, mà không biết đổi pass sao vì acc liên kết fb, thế là t cứ xóa nó lại đầy, uất tới phát khóc ấy.",0
T nghĩ ngờ nyc của chị này,0
"T vừa bị xong, a phòng kế bên lên lazada đặt 8 đơn hàng trên trời dưới đất, ngoài bắc trong nam.lại còn bao nhiêu đơn trên web, ngta gọi đúng sđt, tên, địa chỉ, cảm thấy bị mất uy tín quá, gọi lazada xác nhận mới biết a dùng email đăng kí cho mình cái tài khoản lazada tên mình. Gọi doạ công an này nọ vì a ta đang án treo trống ng thi hành công vụ. Thế là nhận. Các shop với ship gọi nóng cả máy, cứ thấy số lạ gọi chỉ sợ ngta gọi lấy hàng, có chủ shop còn bắt l nhận phải trả ship 2 chiều, cảm thấy tội các shop với các bạn ship nhiều.",0
Táng cứt vào mặt cho chết con mẹ bọn hãm loz này đi . Phải đăng hẳn sđt nên cho mn biết mà cạch mặt loại chó tha nhân cách này .,1
Tạo nghiệp vừa chứ 🤦🏻‍♀️,0
Thảo Ngân đéo hiểu,1
Thất đức,1
Thất Đức quá bạn ạ,1
"Thất đức quá tr, chơi kiểu cho' z 😤😤😤🤬",1
Thất đức vl ,1
Thật sự là tạo hóa quá keo kiệt với bộ não và lương tâm của kẻ ml bom hàng.,0
Thay vì bái cty các anh nên trình bái công an. Ít nhất cũng phải tóm đc nó cho lên phường ăn dùi cui.,0
Thế ad che sdt thằng đặt hàng làm j,0
Thế Viên Nguyễn Võ Anh Hào :))) có phải anh hào rảnh quá sinh nông nổi ko :3,0
Thông cảm nha. Chắc nó ngáo 😒,1
Thù chủ nhà và Goviet luôn,0
Thù hằn gì nhà này rồi,0
Thứ mất dạy,1
Thứ này là thứ gì chứ đ phải thứ 7 chủ nhật 🙂,1
thứ nứng lol mất dại quá trời :( may có hàng xóm giúp chút ít nhưng vẫn méo hết,1
Thú vật,1
Tìm cho ra và xử lý nghiêm,0
Tìm nó đi ace. Tôi tin  và theo ac,0
Tội cho mấy bạn chuyển hàng thôi!!! Chắc thù hằn dữ nắm mới chơi trò con nút này!!!,0
Tội mấy a tài xế xem như 1ngay đi làm công không . A nào gặp đơn nhiều tiền thì thôi mang về trước cúng cô hồn sau ăn vậy,0
Tội mấy anh shipper...,0
Tóm đc bẻ gãy tay nó đi !!,0
Tóm đc chắc gạch đủ để xây nhà 😂😂,0
tóm được chém chết nó đi,1
Trả thương người lao động,0
Trần Dũng sáng bị boom cái pizza hết nhiêu tiền 😑,0
Trang dám bom k ,0
trình báo công an để họ vào cuộc bắt bằng được kẻ tiêu nhân đó cho nó 20 quyển bóc cho hết thời gian kg hãm hại ai nữa,0
trời quật mới chết con ag . đừng gieo nghiệp nữa . người ta đổ mồ hôi thì mình đổ máu đó . nghiệp ko trừ một ai đâu . sống phải có đức chứ ko tự nhiên bị câm hay bị mù thì nó cũng có lý do đó .,0
Trùm boom hàng đây rồi :)),0
Trung Nguyen ông sử đi,0
Tụi này là phải xử bắn mới hết.cái l** má nó ship kiếm tiền chả đc mấy đồng lại còn gặp bọn l** này,1
Tưởng ca vn tài giỏi lắm 😏,0
Uy Đạt né khu vực này ra,0
Vãi thật.,1
Vào chỗ vào mồm,0
Vậy nên việc đăng kí chính chủ số điện thoại mới quan trọng .,0
Vkl súc vật chứ đéo phải người các ông à,1
Vl dc len fan cung 🙂 hihi,1
"Với trường hợp này, tôi đề nghị...",0
"Xong sẽ có 1 lý do ""cháu/con của e đặt nhầm""",0
Xúc vật à ?,1

:( chị đó hỏng chào e,0
Zui gần chết ,1
Zữ qua,0
Zô nhà nghỉ đi ỉa hỏi woai,1
Yêu thương thế lonn nào được cáii mũi kiaaa :((,1
Yêu em,0
Yêu đương nhăn nhít,0
Yêu chết đi đccc,1
Yêu 1 người mà sống bên 1 người ai khóc cho e cuộc đời ơi,0
Yêu ,0
Ý là trần đức bo hả ,0
Ý kiến lồn gì,1
Ý đẹp mặt chưa trời.xã hội bây giờ thật đáng sợ.,0
Ý chớt,0
Xuân Annh huhu khóc luôn hạnh phíc luôn,0
"Xu su qua đep,ok tan thanh nhung cau noi co van hoa ok trieu lai a",0
"xử lý như vậy là tuyệt vời, chỉ có lời nói còn hơn liều thuốc độc",0
Xử lý đáng nể.chã mấy ai bình tỉnh như a.chuẩn.kk,0
Xử lí = lời nói zay mới hay nè.,0
"Xong thêm cái động vsbg, khác đ cái động phò của nhà chúng nó ko :)))",1
Xinhhh quá cj tâm ưi,0
Xinhh quá tâm ơii,0
Xinh z ,0
Xinh z,0
Xinh qué,0
xinh quá nò,0
Xinh quá đê,0
xinh quá chời,0
Xinh quá chị ơiii♡,0
Xinh quá chị ơi,0
Xinh quá chị oi,0
Xinh quá c ơiii,0
Xinh quá à,0
Xinh quá à,1
Xinh quá,0
Xinh quá,0
xinh nhờ chị nhờ,0
Xinh lên rồi nè,0
Xinh ghê ạ chị xinh thế,0
Xinh gái quá chị ơi,0
Xinh ạ ,0
Xinh,0
Xinh,0
xingg wa' cj oiii,0
xin đ/c làm mũi với răng hhh,1
Xik vậy ai chơiii 😀😀,0
xem rồi làm gì ,0
"Xem cờ nhíp này nhớ cái cờ nhíp hôm trước có ông nội kia đấm vợ  quá.. 
Phải chi ai cũng can đảm và bình tĩnh như ông anh đây thì máu có khi lại ko đổ nhỉ :))",0
Xê cái mặt ra xa chút đi chị. Kê sát  mặt dô màn hình nhìn sợ quá,0
Xê cái lồn? Đhs vẫn dẹo đc. Đi làm lại cái mũi đi thất bại của tạo hoá vãi loz,1
Xấu wa,0
xấu vl cứt,1
Xấu vl ,1
Xấu vl,1
Xấu vđ,1
Xấu vcl đcm ,1
xấu vcl,1
Xấu vcđ ,0
Xấu vãi lz,1
Xấu vãi lòn,1
Xấu quá,0
Xấu hơn lúc quay vid Trứng Rán,0
Xấu hơn,0
Xấu hổ quá bà oi đừng có nói nữa,0
Xấu chết mẹ,1
xaolol qá :)))),1
Xạo lon quá,1
xạo lồn à,1
Xạo lồn,1
Xạo lol v trời,1
Xạo ghê,0
Xảo Du lịu hồn nhe cv,0
Xàm ít thoiiii,1
Xàm ghê á chị nhỉ,1
Xàm,1
Xàm,0
Xách cái l chạy 8 hướng,1
Xã hội giờ thế ,0
woww giọng cj hay ưá,0
wow bất ngờ quá,0
Wow bất ngờ làm em dẹo tiếp trông ghê,0
Woaaa,0
Woaa,0
What,0
Wá hay a ơi,0
Wa chung qua luong a trai oi,0
Vy Nè Sủa Đê hít nào cưng=)),1
Vy đừng share cái quần gì về theanh28 nữa. Page đó nó dơ bẩn lắm,1
Vui thôi đừng vui quá,0
Vức vào xot rát là vừa,0
Vũ Thiên Triều Phạm Thuỷ Tiên Phương Đồng,0
Vũ ơi ,0
Vụ này ở đâu zay ad,0
Võ Thị Thiên Trang giọng anh đây nge nứng vãi hahha,1
Võ Thị Bích Quỳnh Đọc đi :v,0
Võ Phan Kiều Oanh cute quá ha,0
Võ Phan Kiều Oanh,0
Vợ như vậy cho luôn đi buồn làm gì...như vậy mới là bản lĩnh đàn ông nhé,0
Vợ này thì bỏ đi con tiếc gì nữa anh.cai tinh cua người ta nó vậy.anh có rước nó về ở lại.roi.no cũng lại đi nữa thôi,0
Vô duyên vãi lồn ,1
Võ Cúc,0
Vl:)),1
Vl chun buộc tóc giống mình,1
Vl cái hàm răng răng nạo dừa hả con phò,1
vl ???,1
Vl,1
Ví dụ cl,1
Vg,0
Vcl nhở :)) ,1
Vcl ,1
Vcl,1
Vay roi dung noi nuacon,0
Vậy mày còn kể công .. gặp thì ở lại mày là thằng hết xài.. con vợ vậy mà còn tiết gì nữa trời ..,0
Vậy mà kêu chó cái ko chiệu,0
vậy là hoàng đại ca là nam,0
Vẩu vc :)),1
Vẩu v,0
Vẩu thế nhờ,0
Vẩu thế ,1
"Vẩu quá, dẹp răng vàooi",1
Vẩu quá tâm ơi ,0
Vẩu quá dẹp răng vô,1
Vẩu là sao ,0
Vào đây coi cho dễ ỉa một chút,1
Vàng vô nghe chị Tâm livetrym nói chiện m ơiii,0
Vâng,0
Vân Thể vô nch với chị tâm neg,0
vẫn nhớ vụ cô bé đó tự tử ... bọn xúc vật    theanh,1
Vẫn không thích tải,0
Văn Hồng Ngọc aww,0
vẫn cái giọng điệu khinh người chảnh chọe,0
vãi nòn sao răng đã niềng rồi sao vẫn cứ chìa chìa ra là sao ta ?,1
Vãi l:)))) ,1
Vãi l khuya 😳,1
vãi cả thả thính,1
Vãi cả Được,1
Vãi 2000,1
Vãi :((,1
Vãi,1
Vãi,1
Vã lắm r,0
"Uýnh cho thì bảo ck vũ phu, yêu chiều là sinh ra tật vậy đó. Khổ cho kiếp đàn ông, tốt nhứt éo tin đứa nào hết.",0
Uyên Tú,0
Uyên ơi là uyên,0
Uyên kì nha uyên,0
Uyên ăn kẹo sâu găng á uyên,0
uyên ăn kẹo nè,0
uyen ăn kẹo nch kì ghê,0
Út Đạt,0
Uppp,0
Uppp,0
Upp,0
Uoppp,0
Uôi tâm bú cặc nhìu quá nên ginjg h nó nóng rồi đéo ấm nữa,1
Ước gì trong mọi tình huống khó khăn nào tôi cũng đều bình tĩnh xử lý như a ấy,0
Ước gì thấy được mặt anh chồng,0
Ước gì gặp anti dizz chetme ,1
ước gì đầu dây bên kia nói “thôi chị tắt mẹ live đi chị ơi” 😞,1
Ước được chị chào,0
Ước đc chị chào ghê á :)),0
Ước đc chị chào ghê ,0
Um khác dễ bị ăn sừng hơn nhờ Tâm ban ,0
Ùm hihi,0
Uisss chị bình thạnh khúc nào em cũng bình thạnh nè :)),0
Uis ghe z,0
Uiii chị đáng yêu thế,0
Ui tr. Con vo no noi tui quen ai . Nhu the naok lien wuan den og,0
Ui ghe qua,0
Úi đm cười :)))) ,1
Ui c tâm cười thân thiện,0
Uầy tội anh!! Nói chuyện xong tối về ám ảnh khỏi ngủ :((,0
Uầy thả thính gắtttt??? ,0
Uầy đc chị ơi ,0
Uầy,0
Ủa z hả,0
Ụa xinh,0
ủa vui chưa ,0
Ủa tutu sao ,0
ủa tự dưng lai trim gọi điện ,0
ủa toii thấy xinhh mà ,0
Ủa thích đc ko :),0
Ủa Tâm có tiền sao Tâm ko đi niềng răng đi để hô quá ngta sợ ákkk,0
Ủa sao lại bay ra đường rồi :),0
Ủa sao hông đọc cmt anti ?,0
Ủa sao hết rồ:(( Chán vậy ,0
Ủa răng bị vẩu hả,0
Ủa r có fb Zalo mess làm chiii,0
Ủa r chơi gì block fb chơi v r ai đựu,1
ủa quảng cáo làm gì má,0
Ủa nay tóc hết bết òi nè :)) Mãi Anti love u ,0
Ủa nãy nói tại tui đang ở ngoài đường á?,0
Ủa nãy mới nói mình cũng đang ngoài đường,0
Ủa nai không chửi nữa hả,0
Ủa mới nói live tream giờ bảo đang ngoài đường ???,0
Ủa mấy mẹ ko thích thì cút mẹ đi ai bắt coi đâu mà ngộ z,0
ủa mắc mớ gì phải biết thêm nhiều về nhau hơn?,0
Ủa live còn xưng chị mà sao hôm nay hiền z,0
Ủa hello ☺,0
Ủa dậy hả,0
